id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status
844,乐群楼,深圳宝安西乡大道 新安市场旁,宝安,西乡,xixiang,13745,,,ERR:HTTP Error 429: Too 
845,浪漫港湾,深圳宝安区兴业路2008-2,宝安,西乡,xixiang,14481,,,NO_RESULT
846,圣源华庭商铺,深圳西乡宝源路与坪洲路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
847,同福楼,深圳新湖大道与新安大道交汇处,宝安,西乡,xixiang,16636,,,NO_RESULT
848,天琴阁商铺,深圳西乡大道与新湖路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
849,桃源居世外桃源商铺,"深圳107国道东侧,前进路西侧",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
850,桃源居15区商铺,深圳宝安西乡前进二路,宝安,西乡,xixiang,0,,,NO_RESULT
851,桃源居14区商铺,深圳宝安西乡前进二路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
852,桃源居12区商铺,深圳桃源居12区桃源居前进二路,宝安,西乡,xixiang,0,,,NO_RESULT
853,桃源居3区商铺,深圳桃源居3区宝安西乡前进二路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
854,桃源居4区商铺,深圳桃源居4区宝安西乡前进二路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
855,万象新天三期,深圳固戍二路与宝安大道交汇处,宝安,西乡,xixiang,25969,,,ERR:HTTP Error 429: Too 
856,祥和楼,深圳宝安西乡步行街旁,宝安,西乡,xixiang,13344,,,NO_RESULT
857,祥兴楼,深圳宝安大道与西乡商业步行街交汇处,宝安,西乡,xixiang,10463,,,NO_RESULT
858,幸福港湾,深圳西乡大道与兴业路交汇处西侧(西乡七巧国儿童城对面),宝安,西乡,xixiang,33522,,,ERR:HTTP Error 429: Too 
859,玉湖湾商铺,深圳碧海中心区西北部银田路与兴业路的交汇处(碧海湾高尔夫旁),宝安,西乡,xixiang,0,,,NO_RESULT
860,中熙香缤山商铺,深圳西乡大道与前进路交汇处东北侧,宝安,西乡,xixiang,0,,,NO_RESULT
861,安源居商铺,深圳宝安区西乡镇庄边路,宝安,西乡,xixiang,0,,,NO_RESULT
862,安泰花园商铺,深圳宝安58区宝源路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
863,宝源B区,深圳宝安区西乡街道劳动社区宝源B区,宝安,西乡,xixiang,14122,,,NO_RESULT
864,宝翠山庄商铺,深圳宝安115区企龙山畔,宝安,西乡,xixiang,0,,,NO_RESULT
865,碧海名园三期商铺,深圳西乡镇57-1区西乡大道与铁仔路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
866,碧海名园二期商铺,深圳西乡大道与铁仔路交汇处(大益广场侧三百米),宝安,西乡,xixiang,0,,,NO_RESULT
867,碧海湾花园商铺,深圳宝安区西乡镇新湖路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
868,半岛明苑商铺,深圳宝安西乡海滨新村旁,宝安,西乡,xixiang,0,,,NO_RESULT
869,百佳华大厦商铺,深圳宝安西乡河东路与宝安大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
870,碧海富通城二期商铺,深圳西乡街道西乡大道西北侧,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
871,宝雅苑商铺,深圳宝安区76区前进路与流塘路交汇,宝安,西乡,xixiang,0,,,NO_RESULT
872,碧湾居商铺,深圳宝安西乡宝源路与碧湾路交汇,宝安,西乡,xixiang,0,,,NO_RESULT
873,碧海富通城商铺,深圳宝安区西乡大道与兴业路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
874,宝和大厦,深圳宝安大道与西乡大道交汇处,宝安,西乡,xixiang,11995,,,NO_RESULT
875,碧湾大厦,深圳深圳市宝安区西乡街道宝源路与碧湾路交汇处碧湾大厦,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
876,宝运达物流信息大厦,深圳宝安西乡前进二路与西乡大道交汇处,宝安,西乡,xixiang,9865,,,ERR:HTTP Error 429: Too 
877,翠景居商铺,深圳西乡大道与宝民路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
878,创富时代俊景园商铺,"深圳西乡黄田村107国道东侧,翠湖花园西侧",宝安,西乡,xixiang,0,,,NO_RESULT
879,臣田新苑商铺,深圳宝安区西乡街道宝田一路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
880,翠湖花园商铺,深圳宝安区西部开发区,宝安,西乡,xixiang,0,,,NO_RESULT
881,东方雅苑(宝安)商铺,深圳宝安西乡臣田路与宝民二路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
882,凤凰雅居商铺,深圳西乡前进二路与宝田一路交汇处流塘派出所旁,宝安,西乡,xixiang,0,,,NO_RESULT
883,富瑰园商铺,深圳宝安西乡82区宝民一路,宝安,西乡,xixiang,0,,,NO_RESULT
884,富通城二期商铺,深圳宝安中心西区西乡大道与宝源路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
885,富通城四期商铺,深圳西乡西乡大道与兴业路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
886,福安楼(宝安)商铺,深圳宝安73区新安四路与锦花路交汇处天骄小学对面,宝安,西乡,xixiang,0,,,NO_RESULT
887,丰雅苑商铺,深圳宝安27区宝民二路流塘影剧院旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
888,共乐华庭商铺,深圳宝安西乡宝安大道,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
889,固戍商务楼,深圳宝安区西乡固戍一路107国道旁,宝安,西乡,xixiang,9994,,,ERR:HTTP Error 429: Too 
890,河东大厦,深圳宝安区西乡镇79区广深公路边,宝安,西乡,xixiang,0,,,NO_RESULT
891,合正汇一城商铺,深圳西乡大道与新湖路交汇处(地铁1号线西乡站上),宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
892,海乐花园商铺,深圳新湖路与西乡大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
893,海涛居商铺,深圳宝安·西乡镇宝源路,宝安,西乡,xixiang,0,,,NO_RESULT
894,华侨新村商铺,深圳宝安西乡宝安大道旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
895,海灏华庭商铺,深圳宝安区西乡镇劳动村西乡大道,宝安,西乡,xixiang,0,,,NO_RESULT
896,海城名苑商铺,深圳宝安区西乡镇劳动村海城新村,宝安,西乡,xixiang,0,,,NO_RESULT
897,蘅芳苑小区商铺,深圳宝安区西乡街道劳动一队,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
898,华龙花园商铺,深圳宝安西乡新安市场大门口,宝安,西乡,xixiang,0,,,NO_RESULT
899,航空新城1号商铺,"深圳西乡街道107广深路西侧机场综合开发区内,桃源居西侧",宝安,西乡,xixiang,0,,,NO_RESULT
900,海滨新村商铺,深圳宝安宝城路地铁口,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
901,恒丰工业城商铺,深圳宝安鹤洲工业城,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
902,河东新村商铺,深圳宝安西乡街道河东路河东新村,宝安,西乡,xixiang,0,,,NO_RESULT
903,亨林大厦,深圳海城路与宝源路交界处,宝安,西乡,xixiang,17448,,,NO_RESULT
904,华丰宝源大厦,深圳西乡大道与宝源路交汇处,宝安,西乡,xixiang,10997,,,ERR:HTTP Error 429: Too 
905,汇潮大厦,深圳深圳宝安西乡客运站旁西北方50米,宝安,西乡,xixiang,7996,,,NO_RESULT
906,华丰国际商务大厦,深圳宝安大道西乡客运站旁,宝安,西乡,xixiang,11494,,,NO_RESULT
907,亨业大厦,深圳坪洲路与宝源路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
908,浩泰大厦,深圳宝安区西乡宝民二路一号,宝安,西乡,xixiang,0,,,NO_RESULT
909,金港华庭商铺,深圳宝安大道与金海路交汇处(西乡客运站正对面),宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
910,金达花园商铺,深圳西乡镇广深路黄田路,宝安,西乡,xixiang,0,,,NO_RESULT
911,景成大厦商铺,深圳宝安西乡镇广深公路西侧,宝安,西乡,xixiang,0,,,NO_RESULT
912,锦绣花园(宝安)商铺,深圳宝安西乡黄田西部开发区,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
913,锦欣花园商铺,深圳宝安新湖路与银田路交汇处高尔夫球场旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
914,骏景园商铺,"深圳西乡107国道旁,宝安机场附近",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
915,吉美禾写字楼,深圳宝安区西乡街道107国道339号,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
916,九围高尔夫别墅,"深圳西乡州石路,近桃源居",宝安,西乡,xixiang,5444,,,ERR:HTTP Error 429: Too 
917,龙珠山顶花园别墅,深圳宝安区西乡中学旁边,宝安,西乡,xixiang,7822,,,NO_RESULT
918,龙安苑商铺,深圳西乡镇西乡大道乐群村,宝安,西乡,xixiang,0,,,NO_RESULT
919,来利大厦,深圳宝安区宝源路,宝安,西乡,xixiang,12364,,,NO_RESULT
920,利安公寓商铺,深圳宝安西乡中心区三十区前进一路,宝安,西乡,xixiang,0,,,NO_RESULT
921,龙珠花园(西乡)商铺,深圳宝安西乡55区107国道西乡中学旁边,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
922,劳动村商铺,深圳宝安西乡劳动村一队西区16号,宝安,西乡,xixiang,0,,,NO_RESULT
923,龙腾花园商铺,深圳宝安西乡55区西乡大道旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
924,鸣乐大厦商铺,深圳宝安西乡街道步行街旁,宝安,西乡,xixiang,0,,,NO_RESULT
925,鸣乐花园商铺,深圳宝安区西乡街道巡抚路鸣乐花园,宝安,西乡,xixiang,0,,,NO_RESULT
926,麻布新村商铺,深圳宝安西乡麻布新村,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
927,美兰商务中心,深圳西乡大道与前进路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
928,名优采购中心,深圳深圳市宝安区宝源路与海城路交界处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
929,明月花都写字楼,深圳宝安西乡大道与共和工业路交汇处(大益广场旁边),宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
930,荣恒新苑商铺,深圳地址: 宝安西乡流塘派出所对面,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
931,瑞意综合楼,深圳宝安西乡前进二路边上,宝安,西乡,xixiang,0,,,NO_RESULT
932,儒达商业城,深圳宝安大道与银田路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
933,上围园新村商铺,深圳宝安西乡街道办上围园新村,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
934,深圳恒丰海悦国际酒店,深圳深圳市宝安区宝城八十区新城广场,宝安,西乡,xixiang,4993,,,NO_RESULT
935,泰逸大厦,深圳中心区宝源路与海城路交汇处,宝安,西乡,xixiang,12359,,,NO_RESULT
936,桃源居锦绣清华园商铺,深圳宝安区固戌中华商贸城桃源居,宝安,西乡,xixiang,0,,,NO_RESULT
937,泰华明珠商铺,"深圳宝安80区,建安路与流塘路交汇处",宝安,西乡,xixiang,0,,,NO_RESULT
938,桃源居锦绣前程园商铺,深圳固戌中华商贸城桃源居,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
939,桃源居锦绣清华园五区商铺,深圳西乡镇广深公路东侧,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
940,桃源居商铺,"深圳107国道东侧,前进路西侧",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
941,桃源居大城小院商铺,深圳西乡固戍桃源居,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
942,桃源居13区商铺,深圳桃源居13区宝安西乡前进二路,宝安,西乡,xixiang,0,,,NO_RESULT
943,桃源居5区商铺,深圳宝安西乡前进二路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
944,桃源居11区商铺,深圳宝安前进二路,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
945,桃源居7区商铺,"深圳107国道东侧,前进路西侧",宝安,西乡,xixiang,0,,,NO_RESULT
946,桃源峰景园商铺,深圳桃源居五路与汇江一路交汇处(西乡街道桃源社区),宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
947,桃源居4区别墅,深圳桃源居4区宝安西乡前进二路,宝安,西乡,xixiang,64068,,,ERR:HTTP Error 429: Too 
948,T3艺博城,深圳深圳市宝安区宝安大道5010号,宝安,西乡,xixiang,0,,,NO_RESULT
949,T3艺博城,深圳深圳市宝安区西乡宝安大道5010号,宝安,西乡,xixiang,0,,,NO_RESULT
950,万景国际商业广场,深圳西乡宝安大道,宝安,西乡,xixiang,17980,,,ERR:HTTP Error 429: Too 
951,万景国际商业广场商铺,深圳宝安大道新瑞路,宝安,西乡,xixiang,0,,,NO_RESULT
952,新都宾馆写字楼,深圳宝安西乡桃源居南侧107国道旁边,宝安,西乡,xixiang,12360,,,ERR:HTTP Error 429: Too 
953,祥和楼商铺,深圳宝安西乡步行街旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
954,兴华花园(宝安)商铺,深圳宝安西乡宝安大道与西乡大道交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
955,西乡物业大厦商铺,深圳宝安西乡80区宝民路,宝安,西乡,xixiang,0,,,NO_RESULT
956,新城广场商铺,深圳宝安西乡流塘路与107国道交界处,宝安,西乡,xixiang,0,,,NO_RESULT
957,星辰亚太进出口交易中心,深圳宝安西乡黄田段107国道东侧,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
958,西津美地商铺,深圳西乡银田路与兴业路交汇处(深圳恒生医院附近),宝安,西乡,xixiang,0,,,NO_RESULT
959,旭升环保科技大厦,深圳宝安区宝安大道西乡客运站旁,宝安,西乡,xixiang,22009,,,ERR:HTTP Error 429: Too 
960,西乡蒲蒲街商铺,深圳鸣乐东街41号,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
961,西乡商会大厦,"深圳宝安西乡共乐路,宝安西乡碧海中心区",宝安,西乡,xixiang,21797,,,ERR:HTTP Error 429: Too 
962,西乡大道盛辉大厦,深圳西乡大道与铁仔南路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
963,西部硅谷,深圳深圳市宝安区西乡街道宝安大道5010号,宝安,西乡,xixiang,0,,,NO_RESULT
964,雅涛花园商铺,深圳宝安西乡宝源路与码头路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
965,御龙居商铺,"深圳西乡大道以北,企龙路以东(邻近广深高速会安出口)",宝安,西乡,xixiang,0,,,NO_RESULT
966,御龙居二期商铺,"深圳西乡大道以北,企龙路以东(邻近广深高速会安出口)",宝安,西乡,xixiang,0,,,NO_RESULT
967,阳光新居商铺,深圳宝安区西乡107国道与航城大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
968,怡翠花园商铺,深圳宝安107国道旁、西乡立交旁,宝安,西乡,xixiang,0,,,NO_RESULT
969,怡宝花园商铺,深圳宝安西乡前进二路三围路口旁,宝安,西乡,xixiang,0,,,NO_RESULT
970,雍启商务大厦,深圳宝安大道与银田工业路交接处,宝安,西乡,xixiang,15642,,,NO_RESULT
971,永安商业城(写字楼),深圳西乡大门内南国商场楼上,宝安,西乡,xixiang,17988,,,NO_RESULT
972,中粮澜山商铺,深圳西乡广深高速宝安出口企龙山下(禧鸿源工业大厦旁),宝安,西乡,xixiang,0,,,NO_RESULT
973,中粮万福阁商铺,深圳宝安78区前进二路和流塘路交汇处北侧,宝安,西乡,xixiang,0,,,NO_RESULT
974,资信达大厦,深圳宝源路1053号,宝安,西乡,xixiang,0,,,NO_RESULT
975,中央大道,深圳区西乡大道和宝源路交汇,宝安,西乡,xixiang,0,,,NO_RESULT
976,智汇创新中心,深圳前进二路华盛辉智汇创新中心,宝安,西乡,xixiang,0,,,NO_RESULT
977,宝和苑项目,深圳西乡大道与兴业路交汇处东南角,宝安,西乡,xixiang,0,,,NO_RESULT
978,满京华·SOHO艺峦,深圳广深公路（107国道）与西乡大道交汇处西南角,宝安,西乡,xixiang,0,,,NO_RESULT
979,坪洲新村项目,深圳深圳宝安区西乡海滨大道海城路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
980,前海铂寓,深圳西乡街道新安六路西端（沿江高速大铲湾出口旁）,宝安,西乡,xixiang,0,,,NO_RESULT
981,泰华梧桐岛,深圳西乡固戍航空路与顺昌路交汇处,宝安,西乡,xixiang,100,,,NO_RESULT
982,天福华府,深圳西乡107国道黄田三围段（翠湖花园对面）,宝安,西乡,xixiang,36000,,,NO_RESULT
983,御品峦山花园,深圳西乡街道广深公路与航城大道交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
984,富盈门,深圳前进二路与流塘路交汇处,宝安,新安,xinan,28973,,,NO_RESULT
985,金海华府,深圳宝安区新安四路,宝安,新安,xinan,32280,113.8907142,22.5849586,OK
986,新安湖花园,深圳前进一路与兴华二路交汇处,宝安,新安,xinan,28838,,,NO_RESULT
987,宝安新村,深圳流塘路与锦花路及西乡大道交汇处,宝安,新安,xinan,23278,,,NO_RESULT
988,香缤广场,深圳新安街道建安一路与新圳路交汇处,宝安,新安,xinan,34773,,,NO_RESULT
989,西城品阁,深圳前进路与新安路交汇处,宝安,新安,xinan,27669,,,NO_RESULT
990,澎柏白金时代,深圳宝民一路宝安汽车站旁,宝安,新安,xinan,34155,,,NO_RESULT
991,冠城世家,深圳宝城10区前进路与兴华路交汇处,宝安,新安,xinan,36245,,,NO_RESULT
992,鸿景园,深圳宝民一路286号,宝安,新安,xinan,33026,,,NO_RESULT
993,御景台,深圳宝城前进一路与新安二路交汇处,宝安,新安,xinan,36253,,,NO_RESULT
994,白金酒店公寓,深圳宝民一路与创业二路交汇处,宝安,新安,xinan,31831,,,NO_RESULT
995,73区商住楼,深圳宝安73区(宝安公园对面),宝安,新安,xinan,18463,,,NO_RESULT
996,雅豪轩,深圳宝安34区建安一路与上川二路交汇处,宝安,新安,xinan,27133,,,NO_RESULT
997,西海岸花园,深圳翻身路与宝安大道交汇处,宝安,新安,xinan,32577,,,NO_RESULT
998,都市翠海,深圳新安办21区创业二路灵芝公园旁,宝安,新安,xinan,39783,,,NO_RESULT
999,灵芝新村19区,深圳前进路和兴华二路交汇处,宝安,新安,xinan,27368,,,NO_RESULT
1000,登科花园,深圳翻身路50区,宝安,新安,xinan,25480,,,NO_RESULT
1001,金玉良苑,深圳新安四路与宝民二路交汇处,宝安,新安,xinan,31151,,,NO_RESULT
1002,文汇花园,深圳宝民一路与裕安二路交汇处,宝安,新安,xinan,24296,,,NO_RESULT
1003,弘雅花园二期,深圳建安路与上川路交汇处,宝安,新安,xinan,23736,,,NO_RESULT
1004,金叶茗苑,深圳上川路与翻身大道交汇处,宝安,新安,xinan,26183,,,NO_RESULT
1005,鸿昌花园,深圳宝城49区翻身路与上川一路交汇处,宝安,新安,xinan,31244,,,NO_RESULT
1006,滨海春城,深圳翻身路与上川西路交汇处,宝安,新安,xinan,30274,,,NO_RESULT
1007,雅然居,深圳新安前进一路,宝安,新安,xinan,25923,113.8886439,22.5821225,OK
1008,宝雅花园,深圳宝安20区洪浪北路与大宝路交汇处,宝安,新安,xinan,32795,,,NO_RESULT
1009,新安湖花园二期,"深圳宝安区8区,新安街道办前进路路口附近",宝安,新安,xinan,32160,,,NO_RESULT
1010,弘雅花园四期,深圳宝安34区宝民路上川路与宝民一路交汇处,宝安,新安,xinan,28243,,,NO_RESULT
1011,新安湖花园三期,深圳前进路左侧新安街道办附近,宝安,新安,xinan,34554,,,NO_RESULT
1012,石鸿小洋房,深圳宝安48区翻身路,宝安,新安,xinan,27998,,,NO_RESULT
1013,湖景居,深圳前进路与新安二路交汇处,宝安,新安,xinan,31232,,,NO_RESULT
1014,旭仕达名苑,"深圳34区新安四路,前进天虹旁",宝安,新安,xinan,28573,,,NO_RESULT
1015,TATA公寓,深圳宝安23区新安三路,宝安,新安,xinan,25033,,,NO_RESULT
1016,创业二村,深圳宝安区71区创业二路旁,宝安,新安,xinan,25010,,,NO_RESULT
1017,风采轩,深圳宝安23区新圳路与大宝路交汇处,宝安,新安,xinan,32897,,,NO_RESULT
1018,宝民花园,"深圳宝安区24区,25区商业街公交站台旁",宝安,新安,xinan,20098,,,NO_RESULT
1019,岭下花园,深圳宝安36区上川路,宝安,新安,xinan,19597,,,NO_RESULT
1020,灵芝新村,深圳宝安区宝城21区,宝安,新安,xinan,27970,,,NO_RESULT
1021,恒安花园,深圳宝安中学及人民医院附近,宝安,新安,xinan,44146,,,NO_RESULT
1022,洪浪一村,深圳宝城十八区党校旁边,宝安,新安,xinan,28707,,,NO_RESULT
1023,裕安花园,深圳宝安10区建安路与安富路交汇处,宝安,新安,xinan,28945,,,NO_RESULT
1024,书苑雅阁,深圳20区洪浪北路与大宝路交汇处,宝安,新安,xinan,41817,,,NO_RESULT
1025,金泰花园,深圳宝安创业路宝城45区,宝安,新安,xinan,23974,,,NO_RESULT
1026,碧涛居,深圳宝安区20区公园路旁,宝安,新安,xinan,33451,,,NO_RESULT
1027,雅景居,深圳宝安区34区建安一路,宝安,新安,xinan,27246,,,NO_RESULT
1028,雅仕阁,深圳前进路与上川路交汇处,宝安,新安,xinan,31125,,,NO_RESULT
1029,宝河大厦,深圳建安一路宝安大道3271号,宝安,新安,xinan,27525,,,NO_RESULT
1030,甲岸花园,深圳宝安6区建安一路,宝安,新安,xinan,4494,,,NO_RESULT
1031,海天花园,深圳45区翻身路与创业一路交汇处(创业天虹斜对面),宝安,新安,xinan,22233,,,NO_RESULT
1032,建安新村,深圳上川路40号,宝安,新安,xinan,29406,,,NO_RESULT
1033,新厦苑,深圳宝安42区翻身路,宝安,新安,xinan,27969,,,NO_RESULT
1034,创业一村,深圳71区创业二路路口,宝安,新安,xinan,24488,,,NO_RESULT
1035,泰华大厦,深圳前进一路南侧,宝安,新安,xinan,19036,,,NO_RESULT
1036,怡合花园,深圳宝安27区公园路,宝安,新安,xinan,25657,,,NO_RESULT
1037,弘雅花园,深圳30区建安一路与上川二路交汇处,宝安,新安,xinan,25947,,,NO_RESULT
1038,宝豪华庭,深圳24区宝民路与裕安路交汇处,宝安,新安,xinan,33238,,,NO_RESULT
1039,富华花园,深圳宝城上川西路47号,宝安,新安,xinan,21022,,,NO_RESULT
1040,宝安74区住宅楼,"深圳宝安74区流塘路,宝安公园旁",宝安,新安,xinan,20468,,,NO_RESULT
1041,佳华新村,深圳宝安区宝城73区,宝安,新安,xinan,26220,,,NO_RESULT
1042,宝华花园,深圳48区翻身路,宝安,新安,xinan,21880,,,NO_RESULT
1043,丰华苑,深圳宝安23区洪浪北路中段,宝安,新安,xinan,37459,,,NO_RESULT
1044,宝安19区住宅,深圳宝安新安公园后面,宝安,新安,xinan,27612,,,NO_RESULT
1045,泰华花园,深圳宝安区前进路宝城30区前进一路路口,宝安,新安,xinan,24882,,,NO_RESULT
1046,龙井花园,深圳宝安新安宝安3区,宝安,新安,xinan,8179,,,NO_RESULT
1047,华安苑(宝安),深圳宝安41区甲岸路与107国道交汇,宝安,新安,xinan,21002,,,NO_RESULT
1048,翡翠华庭,深圳创业路与前进路交汇处,宝安,新安,xinan,41927,,,NO_RESULT
1049,海滨花园(宝安),"深圳宝安35区前进路,沃尔玛旁边",宝安,新安,xinan,17525,,,NO_RESULT
1050,华盛盛荟,深圳新安老城上川路与建安一路交汇处(雅豪轩对面),宝安,新安,xinan,34253,,,NO_RESULT
1051,裕宝大厦,深圳宝安6区建安一路与新安二路交汇处,宝安,新安,xinan,30890,,,NO_RESULT
1052,德邻雅筑,深圳翻身大道与新安一路交汇处,宝安,新安,xinan,31128,,,NO_RESULT
1053,华天花园,深圳8区建安一路,宝安,新安,xinan,27722,,,NO_RESULT
1054,建安花园,深圳宝安9区建安路,宝安,新安,xinan,22456,,,NO_RESULT
1055,常春楼,深圳宝安38区新城联检站旁,宝安,新安,xinan,6298,,,NO_RESULT
1056,风尚时代,深圳建安路与前进路之间34-2区,宝安,新安,xinan,15837,,,NO_RESULT
1057,甲岸村,深圳宝安新安街道宝城007区甲岸村,宝安,新安,xinan,5105,,,NO_RESULT
1058,裕安楼,深圳新安宝城33区,宝安,新安,xinan,23213,,,NO_RESULT
1059,新城花园(新安),深圳宝安区裕安路与107国道处,宝安,新安,xinan,21572,,,NO_RESULT
1060,安乐花园,深圳宝安35区新安四路与公园路交汇处,宝安,新安,xinan,24946,,,NO_RESULT
1061,湖滨花园(宝安),深圳宝安2区前进路与滨湖路交汇处,宝安,新安,xinan,29487,,,NO_RESULT
1062,庆宜华苑,深圳宝安37区翻身路,宝安,新安,xinan,17912,,,NO_RESULT
1063,碧涛苑,深圳宝民一路213号,宝安,新安,xinan,21523,,,NO_RESULT
1064,宝安33区住宅楼,深圳宝安33区、裕安一路和大宝交界处,宝安,新安,xinan,20269,,,NO_RESULT
1065,宝湖居花园,深圳宝安22区公园路、新一佳商场旁边,宝安,新安,xinan,20823,,,NO_RESULT
1066,贤基大厦,深圳宝民二路国税局正对面,宝安,新安,xinan,18540,,,NO_RESULT
1067,易达大厦,深圳新安街道创业路南侧,宝安,新安,xinan,30117,,,NO_RESULT
1068,安湖花园,深圳宝安8区建安路,宝安,新安,xinan,9541,,,NO_RESULT
1069,安华小区,深圳宝安区35区前进一路沃尔玛旁,宝安,新安,xinan,22299,,,NO_RESULT
1070,冠城世家二期,深圳宝城10区前进路与兴华路交汇处,宝安,新安,xinan,41293,,,NO_RESULT
1071,景晖丽苑,深圳怡园路东三巷,宝安,新安,xinan,5445,,,NO_RESULT
1072,中锦大厦,深圳宝安大道与新安一路交汇处,宝安,新安,xinan,34907,,,NO_RESULT
1073,富民苑,深圳新安街道办上川路,宝安,新安,xinan,21829,,,NO_RESULT
1074,新玥庭,深圳29区建安一路,宝安,新安,xinan,30118,,,NO_RESULT
1075,新宝苑,深圳宝安5区宝民一路,宝安,新安,xinan,26182,,,NO_RESULT
1076,勤诚达22世纪二期,深圳创业路灵芝公园旁(地铁环中线洪浪北站A出口),宝安,新安,xinan,32971,,,NO_RESULT
1077,宝乐花园,深圳宝安29区前进一路,宝安,新安,xinan,25730,,,NO_RESULT
1078,滨城新村,深圳新安四路以南前进一路以东,宝安,新安,xinan,18018,,,NO_RESULT
1079,新安湖商业城,深圳新安宝安5区,宝安,新安,xinan,24717,,,NO_RESULT
1080,新鹏苑,深圳宝安5区宝民路与深圳路处,宝安,新安,xinan,20405,,,NO_RESULT
1081,宝安45区商住楼,深圳宝安45区裕安路,宝安,新安,xinan,14670,,,NO_RESULT
1082,宝安75区商住楼,深圳宝安75区前进路和新安四路交汇处流塘公园旁,宝安,新安,xinan,14781,,,NO_RESULT
1083,泛华苑,深圳宝安区9区宝安汽车站旁,宝安,新安,xinan,21197,,,NO_RESULT
1084,上合花园,深圳宝安新安街道上川二路与公园路交汇处上合村,宝安,新安,xinan,15245,,,NO_RESULT
1085,东江豪苑,深圳新安街道办龙井路,宝安,新安,xinan,15908,,,NO_RESULT
1086,天源花园,深圳宝安区宝安31区,宝安,新安,xinan,21044,,,NO_RESULT
1087,建兴楼,深圳27区新安三路,宝安,新安,xinan,17631,,,NO_RESULT
1088,天源大厦(宝安),深圳宝安区34区上川一路与前进路交汇处,宝安,新安,xinan,23088,,,NO_RESULT
